price,total_volume,buy_volume,sell_volume,buy_value,sell_value,node_type
91884.90000000,14.01800000,2.94700000,11.07100000,270785.09500000,1017258.83500000,HIGH_VOLUME_NODE
91885.60000000,16.92800000,11.27400000,5.65400000,1035918.92350000,519521.52210000,HIGH_VOLUME_NODE
91886.10000000,14.28400000,11.33400000,2.95000000,1041437.46180000,271064.04730000,HIGH_VOLUME_NODE
91886.80000000,14.33700000,1.46300000,12.87400000,134430.53470000,1182951.95060000,HIGH_VOLUME_NODE
91887.10000000,20.08100000,3.84900000,16.23200000,353673.59090000,1491512.76710000,HIGH_VOLUME_NODE
91887.60000000,20.08800000,12.12500000,7.96300000,1114138.28730000,731701.57350000,HIGH_VOLUME_NODE
91887.90000000,37.40900000,19.91300000,17.49600000,1829765.74400000,1607672.44800000,HIGH_VOLUME_NODE
91888.90000000,14.85400000,0.93300000,13.92100000,85732.43700000,1279186.76900000,HIGH_VOLUME_NODE
91889.10000000,40.00400000,27.53000000,12.47400000,2529707.15160000,1146225.17710000,HIGH_VOLUME_NODE
91889.60000000,17.01200000,4.09600000,12.91600000,376380.05380000,1186846.63580000,HIGH_VOLUME_NODE
91889.90000000,33.88900000,4.19400000,29.69500000,385386.66000000,2728673.55000000,HIGH_VOLUME_NODE
91893.10000000,14.95900000,8.19100000,6.76800000,752697.01350000,621932.62560000,HIGH_VOLUME_NODE
91893.40000000,30.91400000,11.59000000,19.32400000,1065045.66500000,1775749.99400000,HIGH_VOLUME_NODE
91893.60000000,19.90100000,13.28900000,6.61200000,1221174.90710000,607600.54560000,HIGH_VOLUME_NODE
91894.10000000,30.86300000,11.89200000,18.97100000,1092805.55870000,1743323.53560000,HIGH_VOLUME_NODE
91894.20000000,14.57000000,5.24200000,9.32800000,481709.92060000,857190.03040000,HIGH_VOLUME_NODE
91897.10000000,14.24100000,10.64000000,3.60100000,977786.00580000,330921.47260000,HIGH_VOLUME_NODE
91897.30000000,23.76900000,13.32000000,10.44900000,1224073.36800000,960235.93260000,HIGH_VOLUME_NODE
91897.40000000,15.28900000,14.95900000,0.33000000,1374694.70250000,30326.17500000,HIGH_VOLUME_NODE
91899.10000000,21.09100000,18.71600000,2.37500000,1719984.01320000,218260.52090000,HIGH_VOLUME_NODE
91899.70000000,13.77900000,10.00100000,3.77800000,919089.89980000,347197.44440000,HIGH_VOLUME_NODE
91899.80000000,23.73700000,6.54900000,17.18800000,601852.44510000,1579575.48120000,HIGH_VOLUME_NODE
91899.90000000,174.61900000,39.84300000,134.77600000,3661571.70000000,12385914.40000000,HIGH_VOLUME_NODE
91900.10000000,34.35400000,27.44600000,6.90800000,2522290.28370000,634846.03200000,HIGH_VOLUME_NODE
91900.90000000,12.37100000,1.83300000,10.53800000,168454.53300000,968452.73800000,HIGH_VOLUME_NODE
91901.60000000,31.05100000,16.42300000,14.62800000,1509301.41600000,1344336.70890000,HIGH_VOLUME_NODE
91902.10000000,14.01700000,10.82500000,3.19200000,994840.26180000,293351.69950000,HIGH_VOLUME_NODE
91904.20000000,21.45800000,5.90100000,15.55700000,542327.27430000,1429755.19510000,HIGH_VOLUME_NODE
91904.30000000,15.36200000,14.47900000,0.88300000,1330683.80760000,81151.58520000,HIGH_VOLUME_NODE
91905.60000000,14.44800000,3.96600000,10.48200000,364497.98110000,963354.91390000,HIGH_VOLUME_NODE
91906.30000000,19.45500000,6.31300000,13.14200000,580205.10320000,1207833.90880000,HIGH_VOLUME_NODE
91906.40000000,36.42600000,36.01900000,0.40700000,3310380.22350000,37405.94550000,HIGH_VOLUME_NODE
91907.10000000,13.14900000,4.34000000,8.80900000,398876.92640000,809610.31730000,HIGH_VOLUME_NODE
91907.90000000,15.54500000,6.51600000,9.02900000,598872.52800000,829837.33200000,HIGH_VOLUME_NODE
91909.70000000,15.00300000,7.83400000,7.16900000,720021.37320000,658901.35620000,HIGH_VOLUME_NODE
91909.90000000,15.54200000,3.71900000,11.82300000,341813.29000000,1086651.93000000,HIGH_VOLUME_NODE
91911.60000000,22.56000000,12.84500000,9.71500000,1180605.22590000,892921.74100000,HIGH_VOLUME_NODE
91913.30000000,13.96700000,2.45600000,11.51100000,225739.31040000,1058015.14740000,HIGH_VOLUME_NODE
91913.60000000,13.25400000,6.24200000,7.01200000,573725.22610000,644498.20740000,HIGH_VOLUME_NODE
91913.80000000,29.98600000,11.82500000,18.16100000,1086881.86750000,1669248.33790000,HIGH_VOLUME_NODE
91917.10000000,18.13900000,11.66500000,6.47400000,1072213.72450000,595071.52180000,HIGH_VOLUME_NODE
91919.90000000,17.75400000,12.94600000,4.80800000,1189996.32000000,441951.36000000,HIGH_VOLUME_NODE
91920.10000000,12.85900000,4.49800000,8.36100000,413456.90640000,768544.05120000,HIGH_VOLUME_NODE
91920.60000000,12.70900000,2.99600000,9.71300000,275394.33200000,892825.49340000,HIGH_VOLUME_NODE
91925.10000000,25.24000000,13.85400000,11.38600000,1273530.79420000,1046659.37380000,HIGH_VOLUME_NODE
91927.60000000,41.51600000,14.88500000,26.63100000,1368342.73280000,2448124.91040000,HIGH_VOLUME_NODE
91927.90000000,14.84400000,2.13200000,12.71200000,195990.49600000,1168588.73600000,HIGH_VOLUME_NODE
