price,total_volume,buy_volume,sell_volume,buy_value,sell_value,delta,imbalance_ratio,buy_pressure
91773.70000000,1.86900000,0.23300000,1.63600000,21383.29540000,150141.93680000,-1.40300000,-0.75066881,0.12466560
91773.80000000,1.37700000,1.12000000,0.25700000,102786.76800000,23585.89230000,0.86300000,0.62672476,0.81336238
91773.90000000,3.09900000,2.91600000,0.18300000,267612.98400000,16794.64200000,2.73300000,0.88189739,0.94094869
91774.10000000,6.36300000,0.53000000,5.83300000,48640.30700000,535318.48490000,-5.30300000,-0.83341191,0.08329404
91774.20000000,3.23700000,3.20100000,0.03600000,293769.53430000,3303.87480000,3.16500000,0.97775718,0.98887859
91774.30000000,2.71300000,0.15000000,2.56300000,13766.16000000,235217.78720000,-2.41300000,-0.88942130,0.05528935
91774.40000000,4.95000000,4.76100000,0.18900000,436938.39450000,17345.38050000,4.57200000,0.92363636,0.96181818
91774.60000000,21.84300000,13.23700000,8.60600000,1214821.07890000,789812.53520000,4.63100000,0.21201300,0.60600650
91774.70000000,5.84400000,5.29400000,0.55000000,485855.79120000,50476.14000000,4.74400000,0.81177276,0.90588638
91774.80000000,3.55400000,1.60600000,1.94800000,147390.48940000,178777.50520000,-0.34200000,-0.09622960,0.45188520
91774.90000000,1.12300000,0.50500000,0.61800000,46346.37500000,56716.95000000,-0.11300000,-0.10062333,0.44968833
91775.10000000,7.94000000,5.64700000,2.29300000,518254.55040000,210440.33410000,3.35400000,0.42241814,0.71120907
91775.20000000,0.70100000,0.56300000,0.13800000,51669.49390000,12664.99140000,0.42500000,0.60627675,0.80313837
91775.30000000,2.87100000,2.63300000,0.23800000,241644.62820000,21842.54520000,2.39500000,0.83420411,0.91710205
91775.40000000,2.12000000,1.36400000,0.75600000,125181.78200000,69382.27800000,0.60800000,0.28679245,0.64339623
91775.60000000,11.74000000,5.20400000,6.53600000,477600.42350000,599845.68610000,-1.33200000,-0.11345826,0.44327087
91775.70000000,8.21800000,1.19900000,7.01900000,110039.18420000,644174.34020000,-5.82000000,-0.70820151,0.14589925
91775.80000000,2.69900000,1.97400000,0.72500000,181165.62660000,66537.52750000,1.24900000,0.46276399,0.73138199
91775.90000000,1.24600000,0.12500000,1.12100000,11472.00000000,102880.89600000,-0.99600000,-0.79935794,0.10032103
91776.10000000,10.76900000,2.79100000,7.97800000,256147.30390000,732190.46600000,-5.18700000,-0.48166032,0.25916984
91776.20000000,7.32000000,7.11200000,0.20800000,652713.04560000,19089.47040000,6.90400000,0.94316940,0.97158470
91776.30000000,0.84500000,0.20500000,0.64000000,18814.16200000,58736.89600000,-0.43500000,-0.51479290,0.24260355
91776.40000000,1.81400000,1.33900000,0.47500000,122888.73350000,43593.83750000,0.86400000,0.47629548,0.73814774
91776.60000000,1.73500000,0.82600000,0.90900000,75807.47500000,83424.93450000,-0.08300000,-0.04783862,0.47608069
91776.70000000,0.31600000,0.01100000,0.30500000,1009.54480000,27991.92400000,-0.29400000,-0.93037974,0.03481013
91776.80000000,2.42900000,2.37800000,0.05100000,218245.46820000,4680.62190000,2.32700000,0.95800741,0.97900370
91776.90000000,7.23600000,1.71400000,5.52200000,157305.77800000,506792.59400000,-3.80800000,-0.52625760,0.23687120
91777.10000000,11.32600000,10.25100000,1.07500000,940807.20990000,98660.47990000,9.17600000,0.81017129,0.90508564
91777.20000000,0.11300000,0.04800000,0.06500000,4405.31040000,5965.52450000,-0.01700000,-0.15044248,0.42477876
91777.30000000,5.65300000,0.17900000,5.47400000,16428.15460000,502389.48760000,-5.29500000,-0.93667079,0.03166460
91777.40000000,2.26300000,0.49800000,1.76500000,45705.19500000,161987.28750000,-1.26700000,-0.55987627,0.22006186
91777.60000000,3.86800000,3.72100000,0.14700000,341504.45370000,13491.31570000,3.57400000,0.92399173,0.96199586
91777.70000000,6.97600000,0.30400000,6.67200000,27900.45120000,612341.48160000,-6.36800000,-0.91284404,0.04357798
91777.80000000,1.52700000,0.48400000,1.04300000,44420.50360000,95724.34970000,-0.55900000,-0.36607728,0.31696136
91777.90000000,3.10500000,0.30900000,2.79600000,28359.40200000,256611.28800000,-2.48700000,-0.80096618,0.09951691
91778.10000000,3.70000000,0.33700000,3.36300000,30929.25000000,308649.92990000,-3.02600000,-0.81783784,0.09108108
91778.20000000,2.55600000,0.84400000,1.71200000,77460.88520000,157124.44960000,-0.86800000,-0.33959311,0.33020344
91778.30000000,1.32800000,1.01600000,0.31200000,93246.85440000,28634.86080000,0.70400000,0.53012048,0.76506024
91778.40000000,0.84500000,0.02800000,0.81700000,2569.79800000,74983.03450000,-0.78900000,-0.93372781,0.03313609
91778.60000000,4.59900000,2.42600000,2.17300000,222655.11470000,199434.93890000,0.25300000,0.05501196,0.52750598
91778.70000000,0.32300000,0.24500000,0.07800000,22485.80600000,7158.74640000,0.16700000,0.51702786,0.75851393
91778.80000000,0.41900000,0.15900000,0.26000000,14592.84510000,23862.51400000,-0.10100000,-0.24105012,0.37947494
91778.90000000,0.44400000,0.41600000,0.02800000,38180.06400000,2569.81200000,0.38800000,0.87387387,0.93693693
91779.10000000,2.08300000,1.44800000,0.63500000,132896.27390000,58279.75830000,0.81300000,0.39030245,0.69515122
91779.20000000,0.68500000,0.52800000,0.15700000,48459.47040000,14409.35010000,0.37100000,0.54160584,0.77080292
91779.30000000,0.09300000,0.07000000,0.02300000,6424.55800000,2110.92620000,0.04700000,0.50537634,0.75268816
91779.40000000,0.44400000,0.31000000,0.13400000,28451.64500000,12298.45300000,0.17600000,0.39639640,0.69819820
91779.60000000,2.68000000,0.96800000,1.71200000,88842.73630000,157126.78420000,-0.74400000,-0.27761194,0.36119403
91779.70000000,2.31600000,1.74300000,0.57300000,159972.19140000,52589.82540000,1.17000000,0.50518135,0.75259067
91779.80000000,2.75000000,0.12300000,2.62700000,11288.92770000,241105.79730000,-2.50400000,-0.91054545,0.04472727
91779.90000000,11.10700000,4.44500000,6.66200000,407962.10000000,611438.36000000,-2.21700000,-0.19960385,0.40019807
91780.10000000,9.27500000,3.83200000,5.44300000,351701.42740000,499559.47960000,-1.61100000,-0.17369272,0.41315364
91780.20000000,1.65100000,1.40900000,0.24200000,129318.44270000,22210.83260000,1.16700000,0.70684434,0.85342217
91780.30000000,1.27800000,0.49400000,0.78400000,45339.51760000,71955.83360000,-0.29000000,-0.22691706,0.38654147
91780.40000000,2.07100000,0.39900000,1.67200000,36620.41950000,153456.99600000,-1.27300000,-0.61467890,0.19266055
91780.60000000,1.83100000,0.60600000,1.22500000,55619.04770000,112431.25350000,-0.61900000,-0.33806663,0.33096668
91780.70000000,3.93400000,1.50600000,2.42800000,138221.88480000,222843.78240000,-0.92200000,-0.23436706,0.38281647
91780.80000000,0.62600000,0.60000000,0.02600000,55068.54000000,2386.30340000,0.57400000,0.91693291,0.95846645
91780.90000000,25.05000000,0.05700000,24.99300000,5231.51700000,2293882.53300000,-24.93600000,-0.99544910,0.00227545
91781.10000000,5.04400000,2.93700000,2.10700000,269561.14310000,193382.97350000,0.83000000,0.16455194,0.58227597
91781.20000000,1.60600000,1.46000000,0.14600000,134000.69800000,13400.06980000,1.31400000,0.81818182,0.90909091
91781.30000000,0.20900000,0.07000000,0.13900000,6424.69800000,12757.61460000,-0.06900000,-0.33014354,0.33492823
91781.40000000,3.44500000,1.89300000,1.55200000,173742.37950000,142444.88800000,0.34100000,0.09898403,0.54949202
91781.60000000,1.42100000,0.38300000,1.03800000,35152.38580000,95269.39590000,-0.65500000,-0.46094300,0.26952850
91781.70000000,0.66300000,0.28500000,0.37800000,26157.81300000,34693.52040000,-0.09300000,-0.14027149,0.42986425
91781.80000000,1.59300000,0.26100000,1.33200000,23955.07590000,122253.49080000,-1.07100000,-0.67231638,0.16384181
91781.90000000,13.54800000,6.52100000,7.02700000,598510.42200000,644952.11400000,-0.50600000,-0.03734869,0.48132566
91782.10000000,2.34600000,2.12900000,0.21700000,195404.23750000,19916.72050000,1.91200000,0.81500426,0.90750213
91782.20000000,4.04100000,0.88500000,3.15600000,81227.33550000,289664.93880000,-2.27100000,-0.56198961,0.21900520
91782.30000000,3.09200000,2.59000000,0.50200000,237716.41600000,46074.76480000,2.08800000,0.67529107,0.83764554
91782.40000000,0.83800000,0.38500000,0.45300000,35336.26250000,41577.47250000,-0.06800000,-0.08114558,0.45942721
91782.60000000,8.61100000,4.67300000,3.93800000,428900.53480000,361440.03920000,0.73500000,0.08535594,0.54267797
91782.70000000,7.21300000,0.70000000,6.51300000,64247.96000000,597781.37640000,-5.81300000,-0.80590600,0.09704700
91782.80000000,1.30600000,0.74600000,0.56000000,68470.04340000,51398.42400000,0.18600000,0.14241960,0.57120980
91782.90000000,2.81100000,0.03700000,2.77400000,3395.97100000,254606.04200000,-2.73700000,-0.97367485,0.01316258
91783.10000000,6.33800000,4.97400000,1.36400000,456529.18320000,125192.19140000,3.61000000,0.56958031,0.78479015
91783.20000000,0.69000000,0.63400000,0.05600000,58190.61220000,5139.86480000,0.57800000,0.83768116,0.91884058
91783.30000000,0.10600000,0.05500000,0.05100000,5048.08700000,4680.95340000,0.00400000,0.03773585,0.51886792
91783.40000000,5.71100000,0.11500000,5.59600000,10555.10250000,513620.46600000,-5.48100000,-0.95972684,0.02013658
91783.60000000,1.18400000,0.20900000,0.97500000,19182.78430000,89489.09340000,-0.76600000,-0.64695946,0.17652027
91783.70000000,7.43500000,2.44300000,4.99200000,224227.82340000,458184.72960000,-2.54900000,-0.34283793,0.32858104
91783.80000000,4.81100000,2.92000000,1.89100000,268008.98800000,173563.35490000,1.02900000,0.21388485,0.60694242
91783.90000000,2.84600000,1.60000000,1.24600000,146854.40000000,114362.86400000,0.35400000,0.12438510,0.56219255
91784.10000000,2.64700000,1.59000000,1.05700000,145936.80210000,97015.79710000,0.53300000,0.20136003,0.60068001
91784.20000000,0.20100000,0.11600000,0.08500000,10646.97880000,7801.66550000,0.03100000,0.15422885,0.57711442
91784.30000000,2.46500000,0.78700000,1.67800000,72234.32280000,154014.22320000,-0.89100000,-0.36146045,0.31926978
91784.40000000,1.30500000,0.91500000,0.39000000,83982.81750000,35795.95500000,0.52500000,0.40229885,0.70114942
91784.60000000,5.16800000,1.24800000,3.92000000,114547.27140000,359795.64330000,-2.67200000,-0.51702786,0.24148607
91784.70000000,0.75100000,0.13300000,0.61800000,12207.37840000,56723.00640000,-0.48500000,-0.64580559,0.17709720
91784.80000000,3.49300000,0.76500000,2.72800000,70215.44850000,250389.20720000,-1.96300000,-0.56198110,0.21900945
91784.90000000,3.78100000,2.50500000,1.27600000,229921.42500000,117117.66000000,1.22900000,0.32504628,0.66252314
91785.10000000,9.58600000,3.36000000,6.22600000,308397.99870000,571454.38250000,-2.86600000,-0.29897768,0.35051116
91785.20000000,2.06200000,0.48400000,1.57800000,44424.08520000,144837.20340000,-1.09400000,-0.53055286,0.23472357
91785.30000000,6.17100000,3.68600000,2.48500000,338320.98440000,228086.71900000,1.20100000,0.19462000,0.59731000
91785.40000000,1.17200000,0.83700000,0.33500000,76824.46350000,30748.14250000,0.50200000,0.42832764,0.71416382
91785.60000000,10.00500000,7.14200000,2.86300000,655532.82020000,262782.40680000,4.27900000,0.42768616,0.71384308
91785.70000000,3.54300000,0.35600000,3.18700000,32675.74480000,292521.34460000,-2.83100000,-0.79904036,0.10047982
91785.80000000,0.25800000,0.17700000,0.08100000,16246.10430000,7434.65790000,0.09600000,0.37209302,0.68604651
91785.90000000,1.30500000,0.57900000,0.72600000,53144.09400000,66636.63600000,-0.14700000,-0.11264368,0.44367816
91786.10000000,3.34000000,1.69100000,1.64900000,155210.42540000,151355.43370000,0.04200000,0.01257485,0.50628742
91786.20000000,4.67600000,1.01100000,3.66500000,92795.94930000,336396.78950000,-2.65400000,-0.56757913,0.21621044
91786.30000000,3.03000000,2.95600000,0.07400000,271320.59840000,6792.19360000,2.88200000,0.95115512,0.97557756
91786.40000000,6.61800000,3.17000000,3.44800000,290963.20500000,316479.85200000,-0.27800000,-0.04200665,0.47899668
91786.60000000,3.09000000,3.00300000,0.08700000,275635.18770000,7985.43940000,2.91600000,0.94368932,0.97184466
91786.70000000,0.21600000,0.15100000,0.06500000,13859.80680000,5966.14200000,0.08600000,0.39814815,0.69907407
91786.80000000,0.09700000,0.05200000,0.04500000,4772.91880000,4130.41050000,0.00700000,0.07216495,0.53608247
91786.90000000,0.58700000,0.40300000,0.18400000,36990.16100000,16888.80800000,0.21900000,0.37308347,0.68654174
91787.10000000,11.26100000,4.64300000,6.61800000,426167.93440000,607447.10240000,-1.97500000,-0.17538407,0.41230797
91787.20000000,1.25200000,0.44900000,0.80300000,41212.49770000,73705.20190000,-0.35400000,-0.28274760,0.35862620
91787.30000000,1.15500000,0.34400000,0.81100000,31574.86560000,74439.58140000,-0.46700000,-0.40432900,0.29783550
91787.40000000,0.63800000,0.12900000,0.50900000,11840.58750000,46719.83750000,-0.38000000,-0.59561128,0.20219436
91787.60000000,0.70200000,0.36100000,0.34100000,33135.32860000,31299.60310000,0.02000000,0.02849003,0.51424501
91787.70000000,2.39600000,0.15600000,2.24000000,14318.89680000,205604.67200000,-2.08400000,-0.86978297,0.06510851
91787.80000000,6.59100000,5.27300000,1.31800000,483997.59670000,120976.45220000,3.95500000,0.60006069,0.80003034
91787.90000000,23.17500000,14.48300000,8.69200000,1329365.60400000,797821.29600000,5.79100000,0.24988134,0.62494067
91788.10000000,8.55900000,3.90700000,4.65200000,358616.23460000,426998.24860000,-0.74500000,-0.08704288,0.45647856
91788.20000000,0.66200000,0.45600000,0.20600000,41855.46480000,18908.38980000,0.25000000,0.37764350,0.68882175
91788.30000000,1.18500000,0.58800000,0.59700000,53971.57920000,54797.67480000,-0.00900000,-0.00759494,0.49620253
91788.40000000,3.64400000,2.39300000,1.25100000,219649.88050000,114827.41350000,1.14200000,0.31339188,0.65669594
91788.60000000,3.12400000,2.44400000,0.68000000,224331.35630000,62416.25050000,1.76400000,0.56466069,0.78233035
91788.70000000,2.17900000,2.04500000,0.13400000,187708.09600000,12299.69920000,1.91100000,0.87700780,0.93850390
91788.80000000,7.70800000,3.47600000,4.23200000,319058.21640000,388450.62480000,-0.75600000,-0.09807992,0.45096004
91788.90000000,6.53100000,4.49500000,2.03600000,412591.55500000,186882.40400000,2.45900000,0.37651202,0.68825601
91789.10000000,5.33700000,4.14100000,1.19600000,380098.97510000,109779.82450000,2.94500000,0.55180813,0.77590407
91789.20000000,0.36900000,0.30300000,0.06600000,27812.15790000,6058.09380000,0.23700000,0.64227642,0.82113821
91789.30000000,1.73300000,1.62200000,0.11100000,148882.40680000,10188.62340000,1.51100000,0.87189844,0.93594922
91789.40000000,0.89800000,0.80500000,0.09300000,73890.54750000,8536.42350000,0.71200000,0.79287305,0.89643652
91789.60000000,6.13900000,3.74700000,2.39200000,343935.98160000,219560.86820000,1.35500000,0.22071999,0.61035999
91789.70000000,0.32700000,0.26300000,0.06400000,24140.71740000,5874.54720000,0.19900000,0.60856269,0.80428134
91789.80000000,2.54000000,0.16500000,2.37500000,15145.33350000,218001.01250000,-2.21000000,-0.87007874,0.06496063
91789.90000000,11.17000000,1.75800000,9.41200000,161366.82000000,863927.48000000,-7.65400000,-0.68522829,0.15738585
91790.10000000,15.84800000,10.54500000,5.30300000,967926.69680000,486763.01050000,5.24200000,0.33076729,0.66538364
91790.20000000,0.68600000,0.61500000,0.07100000,56451.03450000,6517.11130000,0.54400000,0.79300291,0.89650146
91790.30000000,0.51400000,0.28800000,0.22600000,26435.63520000,20744.63040000,0.06200000,0.12062257,0.56031128
91790.40000000,4.69300000,0.49100000,4.20200000,45069.13550000,385703.68100000,-3.71100000,-0.79075218,0.10462391
91790.60000000,4.22400000,3.88500000,0.33900000,356606.48560000,31117.02820000,3.54600000,0.83948864,0.91974432
91790.70000000,1.50900000,0.18500000,1.32400000,16981.29800000,121531.01920000,-1.13900000,-0.75480451,0.12259775
91790.80000000,0.66600000,0.21800000,0.44800000,20010.41620000,41122.32320000,-0.23000000,-0.34534534,0.32732733
91790.90000000,1.37800000,1.10200000,0.27600000,101153.68200000,25334.31600000,0.82600000,0.59941945,0.79970972
91791.10000000,17.55100000,7.25000000,10.30100000,665485.66270000,945540.93790000,-3.05100000,-0.17383625,0.41308188
91791.20000000,4.38200000,4.31800000,0.06400000,396354.83340000,5874.64320000,4.25400000,0.97078959,0.98539480
91791.30000000,3.06100000,2.73500000,0.32600000,251049.47900000,29923.99640000,2.40900000,0.78699771,0.89349886
91791.40000000,0.20000000,0.10400000,0.09600000,9546.31600000,8811.98400000,0.00800000,0.04000000,0.52000000
91791.60000000,6.08400000,4.02200000,2.06200000,369186.09260000,189274.44160000,1.96000000,0.32215648,0.66107824
91791.70000000,4.87200000,4.42600000,0.44600000,406270.50680000,40939.14280000,3.98000000,0.81691297,0.90845649
91791.80000000,1.00600000,0.20100000,0.80500000,18450.17190000,73892.47950000,-0.60400000,-0.60039761,0.19980119
91791.90000000,19.29500000,16.67100000,2.62400000,1530264.43200000,240862.20800000,14.04700000,0.72801244,0.86400622
91792.10000000,2.15100000,1.29300000,0.85800000,118687.19130000,78757.63800000,0.43500000,0.20223152,0.60111576
91792.20000000,0.87100000,0.77300000,0.09800000,70955.44790000,8995.64540000,0.67500000,0.77497130,0.88748565
91792.30000000,6.24500000,0.13700000,6.10800000,12575.55880000,560667.97920000,-5.97100000,-0.95612490,0.02193755
91792.40000000,2.58500000,2.55600000,0.02900000,234621.63000000,2661.98250000,2.52700000,0.97756286,0.98878143
91792.60000000,2.15200000,0.70600000,1.44600000,64805.58010000,132732.23990000,-0.74000000,-0.34386617,0.32806691
91792.70000000,11.86800000,11.12100000,0.74700000,1020827.72880000,68569.22160000,10.37400000,0.87411527,0.93705763
91792.80000000,0.71400000,0.54400000,0.17000000,49935.33760000,15604.79300000,0.37400000,0.52380952,0.76190476
91792.90000000,0.29800000,0.21400000,0.08400000,19643.70200000,7710.61200000,0.13000000,0.43624161,0.71812080
91793.10000000,14.58300000,3.82000000,10.76300000,350650.01730000,987970.05490000,-6.94300000,-0.47610231,0.26194884
91793.20000000,16.58400000,12.27400000,4.31000000,1126670.96420000,395629.12300000,7.96400000,0.48022190,0.74011095
91793.30000000,0.87800000,0.80700000,0.07100000,74077.27380000,6517.33140000,0.73600000,0.83826879,0.91913440
91793.40000000,1.89400000,0.07100000,1.82300000,6517.33850000,167339.55050000,-1.75200000,-0.92502640,0.03748680
91793.60000000,3.98000000,2.59200000,1.38800000,237929.05280000,127409.58500000,1.20400000,0.30251256,0.65125628
91793.70000000,0.98500000,0.78000000,0.20500000,71599.16400000,18817.72900000,0.57500000,0.58375634,0.79187817
91793.80000000,1.28600000,0.93800000,0.34800000,86102.67820000,31944.27720000,0.59000000,0.45878694,0.72939347
91793.90000000,0.53400000,0.26400000,0.27000000,24233.61600000,24784.38000000,-0.00600000,-0.01123596,0.49438202
91794.10000000,0.56500000,0.23200000,0.33300000,21296.24790000,30567.45520000,-0.10100000,-0.17876106,0.41061947
91794.20000000,0.68900000,0.48000000,0.20900000,44061.26400000,19185.00870000,0.27100000,0.39332366,0.69666183
91794.30000000,2.33400000,1.98600000,0.34800000,182303.67840000,31944.45120000,1.63800000,0.70179949,0.85089974
91794.40000000,1.89400000,0.67200000,1.22200000,61685.90400000,112172.87900000,-0.55000000,-0.29039071,0.35480465
91794.60000000,3.61400000,0.10900000,3.50500000,10005.61460000,321740.37540000,-3.39600000,-0.93967903,0.03016049
91794.70000000,7.73000000,5.35400000,2.37600000,491469.35920000,218104.44480000,2.97800000,0.38525226,0.69262613
91794.80000000,16.96400000,9.10000000,7.86400000,835333.59000000,721875.09360000,1.23600000,0.07286017,0.53643009
91794.90000000,7.64000000,4.00900000,3.63100000,368006.15500000,333307.64500000,0.37800000,0.04947644,0.52473822
91795.10000000,0.37200000,0.16700000,0.20500000,15329.78750000,18818.00770000,-0.03800000,-0.10215054,0.44892473
91795.20000000,1.96000000,1.90600000,0.05400000,174961.84180000,4956.94620000,1.85200000,0.94489796,0.97244898
91795.30000000,3.27200000,0.21000000,3.06200000,19277.03400000,281077.51480000,-2.85200000,-0.87163814,0.06418093
91795.40000000,3.33100000,1.56200000,1.76900000,143384.57100000,162386.23950000,-0.20700000,-0.06214350,0.46892825
91795.60000000,3.28300000,2.34500000,0.93800000,215260.88860000,86104.27770000,1.40700000,0.42857143,0.71428571
91795.70000000,1.15300000,0.75500000,0.39800000,69305.82900000,36534.72840000,0.35700000,0.30962706,0.65481353
91795.80000000,1.53500000,1.37200000,0.16300000,125943.97480000,14962.73170000,1.20900000,0.78762215,0.89381107
91795.90000000,0.48700000,0.26600000,0.22100000,24417.73600000,20286.91600000,0.04500000,0.09240246,0.54620123
91796.10000000,0.55600000,0.39400000,0.16200000,36167.68400000,14870.98120000,0.23200000,0.41726619,0.70863309
91796.20000000,1.72300000,0.07800000,1.64500000,7160.11140000,151004.91350000,-1.56700000,-0.90946024,0.04526988
91796.30000000,0.57400000,0.53400000,0.04000000,49019.27760000,3671.85600000,0.49400000,0.86062718,0.93031359
91796.40000000,1.66900000,0.98600000,0.68300000,90511.34900000,62697.00950000,0.30300000,0.18154584,0.59077292
91796.60000000,0.72200000,0.29800000,0.42400000,27355.41460000,38921.79340000,-0.12600000,-0.17451524,0.41274238
91796.70000000,0.48800000,0.25500000,0.23300000,23408.18400000,21388.65440000,0.02200000,0.04508197,0.52254098
91796.80000000,0.18200000,0.10700000,0.07500000,9822.26830000,6884.76750000,0.03200000,0.17582417,0.58791208
91796.90000000,0.88300000,0.09900000,0.78400000,9087.90300000,71968.84800000,-0.68500000,-0.77576444,0.11211778
91797.10000000,0.83900000,0.30500000,0.53400000,27998.13120000,49019.69890000,-0.22900000,-0.27294398,0.36352801
91797.20000000,0.95100000,0.51500000,0.43600000,47275.60950000,40023.62280000,0.07900000,0.08307045,0.54153523
91797.30000000,1.72700000,0.75800000,0.96900000,69582.42920000,88951.68060000,-0.21100000,-0.12217719,0.43891141
91797.40000000,4.60500000,1.27200000,3.33300000,116766.42000000,305961.06750000,-2.06100000,-0.44755700,0.27622150
91797.60000000,41.38600000,6.23800000,35.14800000,572633.92950000,3226502.11000000,-28.91000000,-0.69854540,0.15072730
91797.70000000,0.93400000,0.21200000,0.72200000,19461.13360000,66278.01160000,-0.51000000,-0.54603854,0.22698073
91797.80000000,1.34800000,0.82300000,0.52500000,75549.67170000,48193.89750000,0.29800000,0.22106825,0.61053412
91797.90000000,2.10900000,0.95400000,1.15500000,87575.29200000,106026.69000000,-0.20100000,-0.09530583,0.45234708
91798.10000000,25.95600000,7.93000000,18.02600000,727959.46710000,1654753.49050000,-10.09600000,-0.38896594,0.30551703
91798.20000000,3.71100000,2.82600000,0.88500000,259421.99580000,81241.49550000,1.94100000,0.52303961,0.76151981
91798.30000000,3.81900000,1.22600000,2.59300000,112544.83840000,238033.25120000,-1.36700000,-0.35794711,0.32102645
91798.40000000,9.26000000,9.18500000,0.07500000,843169.22250000,6884.88750000,9.11000000,0.98380130,0.99190065
91798.60000000,0.46800000,0.34100000,0.12700000,31303.32440000,11658.42760000,0.21400000,0.45726496,0.72863248
91798.70000000,0.93100000,0.04800000,0.88300000,4406.34240000,81058.34040000,-0.83500000,-0.89688507,0.05155747
91798.80000000,0.66300000,0.03900000,0.62400000,3580.15710000,57282.51360000,-0.58500000,-0.88235294,0.05882353
91798.90000000,1.87300000,1.44600000,0.42700000,132741.35400000,39198.17300000,1.01900000,0.54404698,0.77202349
91799.10000000,5.68900000,4.64100000,1.04800000,426039.92770000,96205.46580000,3.59300000,0.63156970,0.81578485
91799.20000000,0.18400000,0.04100000,0.14300000,3763.77130000,13127.29990000,-0.10200000,-0.55434782,0.22282609
91799.30000000,6.08200000,0.22200000,5.86000000,20379.46680000,537944.48400000,-5.63800000,-0.92699770,0.03650115
91799.40000000,2.21700000,0.32700000,1.89000000,30018.43650000,173501.05500000,-1.56300000,-0.70500677,0.14749662
91799.60000000,6.42300000,2.13800000,4.28500000,196267.63010000,393361.54370000,-2.14700000,-0.33426748,0.33286626
91799.70000000,5.28800000,2.97200000,2.31600000,272829.00560000,212608.33680000,0.65600000,0.12405446,0.56202723
91799.80000000,18.46400000,4.10800000,14.35600000,377113.98920000,1317879.36440000,-10.24800000,-0.55502600,0.22248700
91799.90000000,457.84000000,232.47700000,225.36300000,21341388.60000000,20688323.40000000,7.11400000,0.01553818,0.50776909
91800.10000000,28.38000000,22.10100000,6.27900000,2028874.01750000,576412.85960000,15.82200000,0.55750529,0.77875264
91800.20000000,3.93000000,0.09700000,3.83300000,8904.62910000,351870.54990000,-3.73600000,-0.95063613,0.02468193
91800.30000000,0.40900000,0.03000000,0.37900000,2754.01200000,34792.35160000,-0.34900000,-0.85330073,0.07334963
91800.40000000,1.04000000,0.38300000,0.65700000,35159.59150000,60312.92850000,-0.27400000,-0.26346154,0.36826923
91800.60000000,12.47200000,1.24300000,11.22900000,114108.24720000,1030830.01860000,-9.98600000,-0.80067351,0.09966325
91800.70000000,13.25400000,11.79900000,1.45500000,1083157.63920000,133570.16400000,10.34400000,0.78044364,0.89022182
91800.80000000,3.81700000,2.31400000,1.50300000,212427.28260000,137976.75270000,0.81100000,0.21247053,0.60623526
91800.90000000,2.29000000,1.55100000,0.73900000,142383.35100000,67840.93900000,0.81200000,0.35458515,0.67729258
91801.10000000,3.51200000,2.51800000,0.99400000,231155.28100000,91250.31310000,1.52400000,0.43394077,0.71697039
91801.20000000,1.10200000,0.20000000,0.90200000,18360.26000000,82804.77260000,-0.70200000,-0.63702359,0.18148820
91801.30000000,2.30800000,0.07800000,2.23000000,7160.50920000,204717.12200000,-2.15200000,-0.93240901,0.03379549
91801.40000000,3.71200000,0.07200000,3.64000000,6609.70800000,334157.46000000,-3.56800000,-0.96120690,0.01939655
91801.60000000,2.96900000,1.61700000,1.35200000,148443.34410000,124115.78860000,0.26500000,0.08925564,0.54462782
91801.70000000,0.64300000,0.47100000,0.17200000,43238.64780000,15789.90960000,0.29900000,0.46500778,0.73250389
91801.80000000,1.35900000,0.04800000,1.31100000,4406.49120000,120352.29090000,-1.26300000,-0.92935982,0.03532009
91801.90000000,0.45700000,0.34500000,0.11200000,31671.69000000,10281.82400000,0.23300000,0.50984683,0.75492341
91802.10000000,6.14400000,0.89000000,5.25400000,81703.94970000,482328.46150000,-4.36400000,-0.71028646,0.14485677
91802.20000000,2.58400000,1.05400000,1.53000000,96759.62420000,140457.51900000,-0.47600000,-0.18421053,0.40789474
91802.30000000,0.82400000,0.03100000,0.79300000,2845.87440000,72799.30320000,-0.76200000,-0.92475728,0.03762136
91802.40000000,1.08300000,0.05500000,1.02800000,5049.13750000,94372.97000000,-0.97300000,-0.89843029,0.05078486
91802.60000000,3.75900000,1.63200000,2.12700000,149821.99120000,195264.15870000,-0.49500000,-0.13168396,0.43415802
91802.70000000,3.28800000,1.94000000,1.34800000,178097.43200000,123750.17440000,0.59200000,0.18004866,0.59002433
91802.80000000,8.51100000,5.27600000,3.23500000,484352.10040000,296982.38150000,2.04100000,0.23980731,0.61990365
91802.90000000,2.56400000,0.79400000,1.77000000,72891.58200000,162491.31000000,-0.97600000,-0.38065523,0.30967239
91803.10000000,2.27500000,0.71700000,1.55800000,65822.82560000,143029.36900000,-0.84100000,-0.36967033,0.31516484
91803.20000000,1.73100000,1.20100000,0.53000000,110255.76330000,48655.74900000,0.67100000,0.38763720,0.69381860
91803.30000000,0.82400000,0.05900000,0.76500000,5416.40060000,70229.60100000,-0.70600000,-0.85679612,0.07160194
91803.40000000,2.79400000,2.39900000,0.39500000,220236.59650000,36262.38250000,2.00400000,0.71725125,0.85862563
91803.60000000,9.46700000,0.72200000,8.74500000,66282.25740000,802822.99610000,-8.02300000,-0.84747016,0.07626492
